Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,quant
Burbidge A.,57197688941;,"Capital gains, homeownership and economic inequality",2000,Housing Studies,15,2,,259,280,,29,10.1080/02673030082388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034100025&doi=10.1080%2f02673030082388&partnerID=40&md5=b080559a045a595f2d754b65fc6b36b2,"Ctr. for Strategic Economic Studies, Victoria University, Melbourne, Vic., Australia; Ctr. for Strategic Economic Studies, PO Box 14428, Melbourne City, Vic. 9001, Australia","Burbidge, A., Ctr. for Strategic Economic Studies, Victoria University, Melbourne, Vic., Australia, Ctr. for Strategic Economic Studies, PO Box 14428, Melbourne City, Vic. 9001, Australia","The paper examines the distribution of capital gains and the net benefits of homeownership in terms of the debate between Marxists and Weberians on how homeownership modifies class inequality. Capital gains and net benefits are measured using unit record data from valuation records of the 1980s and a survey carried out by the Australian Institute of Family Studies in 1991 of over 2500 families in Sydney and Melbourne. Higher socio-economic groups generally had significantly larger dollar gains than groups below them and, by this measure, homeownership adds to inequalities generated through the labour market. However, because they had commenced purchase with smaller deposits, the low socio-economic groups did as well or better than other groups when capital gains are expressed as a percentage return on deposits. Capital gains are one of the variables included in a measure of net housing benefits; an attempt to quantify all the major benefits and costs involved in purchase rather than renting. The net housing benefits accruing to different socio-economic groups since deregulation of finance markets are compared using survey data relating to the 1980s property boom, and estimates using the much lower rates of interest and capital gains in housing markets of the 1990s. Again, there is a strong association found between dollar benefits and socio-economic status. The paper concludes that, measured in dollar terms, the distribution of net housing benefits in Sydney and Melbourne has had a substantial class bias since deregulation, tending to create a more unequal society.",,capital market; homeownership; income distribution; poverty; Australia,Article,Final,,Scopus,2-s2.0-0034100025,1
Malpass P.,6603907846;,The discontinuous history of housing associations in England,2000,Housing Studies,15,2,,195,212,,33,10.1080/02673030082351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034098911&doi=10.1080%2f02673030082351&partnerID=40&md5=39cbaa7020ce8e4a88469f132acc10c8,"Faculty of the Built Environment, University of the West of England, Bristol, United Kingdom; Faculty of the Built Environment, University of the West of England, Bristol BS16 1QY, United Kingdom","Malpass, P., Faculty of the Built Environment, University of the West of England, Bristol, United Kingdom, Faculty of the Built Environment, University of the West of England, Bristol BS16 1QY, United Kingdom","The claim is often made that modern housing associations in Britain have their roots in the 19th century, but the connections are generally taken for granted rather than demonstrated by evidence. A critique of the way that the history of housing has been written shows that it has generally been taken for granted that the perceived failings of the model dwellings companies and trusts in the 19th century led inevitably to the emergence of municipal housing. Evidence is presented to show that in fact the voluntary providers continued to be active, and that the dominance of council housing was not resolved until after 1918. This suggests that there is a strong case for more detailed research on the growth and development of modern housing associations. It is shown that there are significant discontinuities in the composition of the housing association movement, and that very few modern associations can demonstrate direct organisational continuity reaching back to the 19th century.",,historical geography; housing association; housing policy; nineteenth century; England; United Kingdom,Article,Final,,Scopus,2-s2.0-0034098911,0
Leather P.,57220213322;,Grants to home-owners: A policy in search of objectives,2000,Housing Studies,15,2,,149,168,,12,10.1080/02673030082333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034095451&doi=10.1080%2f02673030082333&partnerID=40&md5=518e6f5ba03fd7735951aaa5d6202cae,"Ctr. for Urban and Regional Studies, University of Birmingham, Birmingham, United Kingdom","Leather, P., Ctr. for Urban and Regional Studies, University of Birmingham, Birmingham, United Kingdom","This paper examines the policy of providing capital grants to home-owners in England and Wales for repairs and improvements to their properties since its origins in the late 1940s. Such grants have been the major mechanism for delivering state support to home-owners with repairs and improvements and at times have formed a major component of public spending. Grant aid, usually covering 50 per cent of approved costs, was initially intended as an incentive to owners (mainly landlords) to install amenities and facilities which had not been provided when properties were constructed in the 19th century. With the growth of low-income home ownership, grants were extended to provide assistance with repairs and to cover a greater proportion of the costs of work. In some cases, 100 per cent grants under which the organisation of work was taken out of the owner's hands completely were provided in order to secure better works quality. Unfortunately these approaches coincided with financial retrenchment. From 1990, the government reaffirmed that repairs and improvements were primarily the responsibility of home-owners and grant aid was residualised, that is focused on the poorest households in the worst condition properties, leading to a dramatic reduction in the number of home-owners receiving state assistance. Subsequently other objectives such as community care, public health, energy efficiency and environmental concerns have further eroded the resources available for housing stock renovation. Despite the mismatch between the grant policy mechanism and available resources, there has been little progress in the development of a new philosophy defining the interest of the state in the condition of private sector housing and the respective responsibilities of the state and private owners and the introduction of alternative ways of helping low-income owners with repair and improvement.",,financial provision; homeownership; housing policy; policy strategy; England; United Kingdom; Wales,Article,Final,,Scopus,2-s2.0-0034095451,0
"Kearns A., Hiscock R., Ellaway A., Macintyre S.",7006464748;16836664800;6603816288;7004462894;,'Beyond four walls'. The psycho-social benefits of home: Evidence from West Central Scotland,2000,Housing Studies,15,3,,387,410,,217,10.1080/02673030050009249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034076856&doi=10.1080%2f02673030050009249&partnerID=40&md5=6d9cbfc808cbc53142a397c87550a457,"Department of Urban Studies, University of Glasgow, United Kingdom; MRC Social and Pub. Hlth. Sci. Unit, University of Glasgow, United Kingdom; Department of Urban Studies, University of Glasgow, 25-28 Bute Gardens, Glasgow G12 8RS, United Kingdom","Kearns, A., Department of Urban Studies, University of Glasgow, United Kingdom, Department of Urban Studies, University of Glasgow, 25-28 Bute Gardens, Glasgow G12 8RS, United Kingdom; Hiscock, R., MRC Social and Pub. Hlth. Sci. Unit, University of Glasgow, United Kingdom; Ellaway, A., MRC Social and Pub. Hlth. Sci. Unit, University of Glasgow, United Kingdom; Macintyre, S., MRC Social and Pub. Hlth. Sci. Unit, University of Glasgow, United Kingdom","This paper reviews the literatures on housing and ontological security and the meaning of the home in order to derive specific examples of the psycho-social benefits of the home which can be assessed through empirical research. A postal survey measuring these psycho-social benefits was distributed to a random sample of adults in eight local authority districts in West Central Scotland. From the responses to the survey, three factors were constructed relating to the home as a haven, as a locus of autonomy and as a source of status for the occupants. Multivariate analysis showed that housing tenure is less important as an influence upon the attainment of psycho-social benefits from the home than the neighbourhood context and the incidence of problems with the home. Further, those factors negatively associated with psycho-social benefits appear to be more important than those factors positively associated with such benefits. This suggests that future research should focus on the fact that what detracts from psycho-social benefits may be more important than what contributes to them. A further important finding is that, after controlling for other influences, people living alone derive more benefits from the home as a haven and as a locus of autonomy than people in multi-person households.",,health impact; housing conditions; medical geography; mental health; multivariate analysis; Scotland; United Kingdom,Review,Final,,Scopus,2-s2.0-0034076856,1
"Evans R., Long D.",56205983500;36938674200;,Estate-based regeneration in England: Lessons from Housing Action Trusts,2000,Housing Studies,15,2,,301,317,,18,10.1080/02673030082405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034064648&doi=10.1080%2f02673030082405&partnerID=40&md5=478bc8fbd7844562b2e31b82bbf937d1,"European Institute for Urban Affairs, Liverpool John Moores University, Liverpool, United Kingdom; European Institute for Urban Affairs, Liverpool John Moores University, 51 Rodney Street, Liverpool L1 9AT, United Kingdom","Evans, R., European Institute for Urban Affairs, Liverpool John Moores University, Liverpool, United Kingdom, European Institute for Urban Affairs, Liverpool John Moores University, 51 Rodney Street, Liverpool L1 9AT, United Kingdom; Long, D., European Institute for Urban Affairs, Liverpool John Moores University, Liverpool, United Kingdom, European Institute for Urban Affairs, Liverpool John Moores University, 51 Rodney Street, Liverpool L1 9AT, United Kingdom","This paper presents an interim assessment of Housing Action Trusts (HATs)-special purpose, limited duration, Government agencies-charged with the task of comprehensively regenerating run-down housing estates in England. HATs' track record remains under-analysed despite the large sums of public money involved and their relevance to the latest experiments in estate regeneration. The paper briefly profiles the six HATs' designated areas, then assesses the degree to which they have achieved their main objectives. HATs have thus far had mixed success. They have attached greater priority to employment and training and quality of life measures, community empowerment and sustainability than earlier estate regeneration programmes. However, they have still devoted the lion's share of their resources to housing investment and the question remains whether they have gone far enough in tackling the deep-rooted social and economic problems of deprived neighborhoods. HATs have proved relatively expensive compared with alternative methods of injecting new investment into social housing, largely because of their emphasis upon durable design, good space standards and energy efficiency and also resident empowerment and wider measures. Only time will tell whether the extra cost is justified.",,housing conditions; housing policy; institutional framework; urban renewal; United Kingdom,Article,Final,,Scopus,2-s2.0-0034064648,0
"Minnery J., Manicaros M., Lindfield M.",6602351680;6504138859;6506396332;,Remote area Indigenous housing: Towards a model of best practice,2000,Housing Studies,15,2,,237,258,,6,10.1080/02673030082379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034062197&doi=10.1080%2f02673030082379&partnerID=40&md5=d2e59ef98a0172a60954515e5819d8af,"Australian Housing Urban Res. Inst., Queensland University of Technology, Brisbane, QLD, Australia; Australian Housing Urban Res. Inst., University of Queensland, St Lucia, QLD, Australia; Australian Housing Urban Res. Inst., Queensland University of Technology, GPO Box 2434, Brisbane, QLD 4001, Australia","Minnery, J., Australian Housing Urban Res. Inst., Queensland University of Technology, Brisbane, QLD, Australia, Australian Housing Urban Res. Inst., Queensland University of Technology, GPO Box 2434, Brisbane, QLD 4001, Australia; Manicaros, M., Australian Housing Urban Res. Inst., University of Queensland, St Lucia, QLD, Australia; Lindfield, M., Australian Housing Urban Res. Inst., Queensland University of Technology, Brisbane, QLD, Australia","This article analyses housing provision for Indigenous populations in remote communities, focusing particularly on the Indigenous Australian population. It uses a 'best practice' framework to do this. It then develops a model of best practice which is used to evaluate remote area Indigenous housing in terms of four stages and six components of housing provision. After summarising the results of the application of the model to some 26 examples, with more detailed analysis of two of them, it reaches conclusions about elements of best practice in remote area Indigenous housing, about best practice methodology and about the wider applicability of the model.",,housing provision; indigenous population; policy strategy; rural area; Australia,Article,Final,,Scopus,2-s2.0-0034062197,1
Li S.-M.,7409241997;,The housing market and tenure decisions in Chinese cities: A multivariate analysis of the case of Guangzhou,2000,Housing Studies,15,2,,213,236,,123,10.1080/02673030082360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034062196&doi=10.1080%2f02673030082360&partnerID=40&md5=8799ea14f62bd918dc1a7fb429271625,"Department of Geography, Hong Kong Baptist University, Hong Kong, Hong Kong; Department of Geography, Hong Kong Baptist University, Kowloon Tong, Hong Kong","Li, S.-M., Department of Geography, Hong Kong Baptist University, Hong Kong, Hong Kong, Department of Geography, Hong Kong Baptist University, Kowloon Tong, Hong Kong","Using a sample of recently completed 'commodity housing' in Guangzhou, i.e. dwellings that were built by development companies and sold or rented at full market price in the primary market, a multi-level logit analysis of the housing allocation process and of tenure decisions was conducted. The results of the statistical analysis are generally in line with the nature of housing market segmentation and the forces governing housing allocation and consumption in China in general and Guangzhou in particular. Residents in open market housing generally have higher incomes and hold higher-status jobs than those in the subsidised sectors. However, at the same time, the getihu or petty traders, who rank low in terms of occupational status, are also likely to be occupants of open market housing. Household characteristics also show systematic variations between occupants of different types of subsidised housing. In particular, residents of resettlement housing tend to occupy lower-status jobs. In terms of tenure choice, the results for the open market housing residents are to some extent consistent with studies conducted in market economies. In the subsidised sectors, the factors underlying homeownership are quite different between housing types. Occupation, for example, has significant effects on homeownership in both work unit housing and housing bureau housing, but the nature of the influence is quite different in each case. In the case of resettlement housing, none of the household attributes, with the exception of the head's year of service in present employment organisation, was found to be significant.",,housing market; land tenure; market conditions; multivariate analysis; China; Guangdong Province; Guangzhou,Article,Final,,Scopus,2-s2.0-0034062196,1
"Oldman C., Beresford B.",6603325677;57205969906;,"Home, sick home: Using the housing experiences of disabled children to suggest a new theoretical framework",2000,Housing Studies,15,3,,429,442,,36,10.1080/02673030050009267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034036255&doi=10.1080%2f02673030050009267&partnerID=40&md5=d9f6e15c9d77c4ec928ca888e1ec8180,"Centre for Housing Policy, University of York, York, United Kingdom; Social Policy Research Unit, University of York, York, United Kingdom; Centre for Housing Policy, University of York, York, YO10 5DD, United Kingdom","Oldman, C., Centre for Housing Policy, University of York, York, United Kingdom, Centre for Housing Policy, University of York, York, YO10 5DD, United Kingdom; Beresford, B., Social Policy Research Unit, University of York, York, United Kingdom","Using the example of a study of the housing needs of disabled children, the paper suggests a new framework for exploring the links between health, disability and housing. It examines the literature of housing and disability and of health and housing and finds that the former omits health issues and the latter neglects disability. The paper suggests that a key reason why housing, disability and health have not been linked in the past is an unwillingness on the part of the independent living movement to medicalise disability. In the study, however, the adverse effects on physical and mental health of unsuitable housing emerged, quite unprompted, as a central theme. The study's findings can be generalised and go beyond the prevailing account of housing and disability in a number of ways. A new way of thinking about domestic environments and disability may mean that the definition of housing need goes beyond stair lifts and ramps to issues of poverty and health, conflict between families, neighbourhoods, and, most centrally of all, the constraints of physical and social space. The paper concludes that far from challenging the social model of disability the proposed framework supports it.",,disability; health impact; housing conditions; medical geography; United Kingdom,Article,Final,,Scopus,2-s2.0-0034036255,0
Dunn J.R.,7403290951;,Housing and health inequalities: Review and prospects for research,2000,Housing Studies,15,3,,341,366,,180,10.1080/02673030050009221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034035484&doi=10.1080%2f02673030050009221&partnerID=40&md5=66fdb32b5b93e6038c1df4b9d1cce889,"Department of Geography, Ctr. for Hlth. Serv. and Plcy. Res., University of British Columbia, Vancouver, BC, Canada; Dept. of Hlth. Care and Epidemiology, University of British Columbia, James Mather Building, 5804 Fairview Avenue, Vancouver, BC V6T 1Z3, Canada","Dunn, J.R., Department of Geography, Ctr. for Hlth. Serv. and Plcy. Res., University of British Columbia, Vancouver, BC, Canada, Dept. of Hlth. Care and Epidemiology, University of British Columbia, James Mather Building, 5804 Fairview Avenue, Vancouver, BC V6T 1Z3, Canada","To date, relatively little research has systematically investigated relationships and pathways between housing, socio-economic status, and health status. At the same time, there is a growing awareness that one of the most important research needs in health inequalities scholarship is to better elucidate those pathways by which differences in socio-economic status manifest in everyday life, and produce, at the aggregate level, the systematic social gradient in health observed in all industrialised countries of the world. Existing 'population health' research on health inequalities provides evidence of the influence of four key factors upon health: social support, workplace organisation, income inequalities, and life course factors. This material is reviewed in the first section of the paper. The second section reviews the existing literature on housing and health, and finds little work that explicitly investigates housing as a factor in the social production of health inequalities. By extension and analogy, the final section shows, each of the four emphases in health inequalities can be translated into a fruitful, substantive research issue for housing and health research.",,geographical research; health impact; housing conditions; medical geography,Review,Final,,Scopus,2-s2.0-0034035484,0
"Easterlow D., Smith S.J., Mallinson S.",6602938937;55702277700;57207500490;,Housing for health: The role of owner occupation,2000,Housing Studies,15,3,,367,386,,49,10.1080/02673030050009230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034034268&doi=10.1080%2f02673030050009230&partnerID=40&md5=027e7b1cdfcfed1d35a4b58f68669149,"Department of Geography, University of Edinburgh, Edinburgh, United Kingdom; Department of Geography, University of Edinburgh, Drummond Street, Edinburgh EH8 9XP, United Kingdom","Easterlow, D., Department of Geography, University of Edinburgh, Edinburgh, United Kingdom; Smith, S.J., Department of Geography, University of Edinburgh, Edinburgh, United Kingdom, Department of Geography, University of Edinburgh, Drummond Street, Edinburgh EH8 9XP, United Kingdom; Mallinson, S., Department of Geography, University of Edinburgh, Edinburgh, United Kingdom","Housing is widely regarded as playing an important role in the mediation and management of health inequalities. British policy-makers are increasingly looking to the research community to specify what it is about housing environments that impact on health, and to identify what housing interventions constitute healthy public policies. To feed into this debate, this paper begins by reviewing the state of the art of research on housing and health. It shows that the majority of work continues to focus on how housing affects health, while the limited attention to how health status affects housing outcomes has concentrated on medical priority for rehousing in the public sector. It is argued, however, that the market sector now merits closer scrutiny among those concerned with the health selectivity of the housing system. Drawing on a series of qualitative interviews, questions are raised about: how readily people with health problems and mobility difficulties gain access to owner occupation; how easily they sustain a position in that tenure sector; and how effective they are in maintaining their homes as healthy enabling living environments.",,health impact; housing conditions; medical geography; property market,Article,Final,,Scopus,2-s2.0-0034034268,0
Walker R.M.,7404929478;,The changing management of social housing: The impact of externalisation and managerialisation,2000,Housing Studies,15,2,,281,299,,68,10.1080/02673030082397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034020341&doi=10.1080%2f02673030082397&partnerID=40&md5=a222e1139578023a9627a0408e0c2b82,"Dept. of City and Regional Planning, Cardiff University, United Kingdom; Dept. of City and Regional Planning, Cardiff University, Glamorgan Building, King Edward VII Avenue, Cardiff CF10 3WA, United Kingdom","Walker, R.M., Dept. of City and Regional Planning, Cardiff University, United Kingdom, Dept. of City and Regional Planning, Cardiff University, Glamorgan Building, King Edward VII Avenue, Cardiff CF10 3WA, United Kingdom","The paper examines how the New Public Management (NPM) project has reshaped housing management in England and Wales. Historical tensions concerning the nature and scope of housing management, and its recent establishment as a public sector profession, have been exacerbated by NPM. In particular, the two central NPM processes of externalisation and managerialisation have led to the provision of new social housing by housing associations and the development of rationalistic management. By exploring the changing nature of housing management in externalised housing associations, the paper illustrates the complex ways in which property and welfare-based approaches to housing management are being played out. It is argued that managerialism has worked to define core business and a property-based approach at the expense of aspects of personal and welfare-based services. This process is being intensified by new technologies as seen through the development of call centres. Housing associations and the regulator have sought to recapture some aspects of the welfare approach to housing management to provide services to increasingly welfare-dependent tenants. However, the paper concludes that the tensions between the property and welfare approaches are likely to lead to the domination of a property-based approach because of the ongoing managerial and external pressures on housing associations.",,housing management; housing policy; social housing,Article,Final,,Scopus,2-s2.0-0034020341,0
"Skaburskis A., Mok D.",6603682543;7005683718;,The impact of withdrawing subsidies for new rental housing: Projections for Toronto and the rest of Ontario,2000,Housing Studies,15,2,,169,194,,5,10.1080/02673030082342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034020340&doi=10.1080%2f02673030082342&partnerID=40&md5=ae55e28b77b42d723436f18896a3aa12,"Sch. of Urban and Regional Planning, Queen's University, Kingston, Ont., Canada; Department of Geography, University of Toronto, Canada","Skaburskis, A., Sch. of Urban and Regional Planning, Queen's University, Kingston, Ont., Canada; Mok, D., Sch. of Urban and Regional Planning, Queen's University, Kingston, Ont., Canada, Department of Geography, University of Toronto, Canada","Senior governments in Canada are no longer subsidising new social housing. Instead, they rely on municipalities and encourage the development of new and innovative approaches to the housing problems of the poor. This study projects the magnitude of the rental stock additions that Ontario municipalities will have to produce over the next 25 years. The large 1991 census micro-data files are used to estimate the relevant parameters. The projections show the stock requirements under varying assumptions regarding rent-to-income ratios and size of dwelling unit. The results show that the projected rental population in Ontario in the year 2021 cannot be housed by current market supply processes even when households spend all of their after-tax income on rents for dwellings that are half the size of their current units. The magnitude of the shortfall that will have to be made up by municipalities is described. The characteristics of the people most affected are identified.",,housing policy; rental sector; subsidy system; Canada; Ontario; Toronto,Article,Final,,Scopus,2-s2.0-0034020340,1
Izuhara M.,6603819724;,Changing family tradition: Housing choices and constraints for older people in Japan,2000,Housing Studies,15,1,,89,110,,24,10.1080/02673030082496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033999926&doi=10.1080%2f02673030082496&partnerID=40&md5=c46ba909dbdf3fde180b1db23692d811,"Centre for Urban Studies, School for Policy Studies, University of Bristol, Bristol, United Kingdom","Izuhara, M., Centre for Urban Studies, School for Policy Studies, University of Bristol, Bristol, United Kingdom","The primary objective of this paper is to provide a qualitative analysis of the transformations in the housing choices and living arrangements of older people in Japan. The underlying causes and issues of changing intergenerational linkages were explored in the context of the development of the Japanese welfare state. The fieldwork was conducted in Kitakyushu, Japan, through a series of interviews with older women. The informants were selected from three different welfare sectors-the state, the market, and the family-in order to make a clear distinction among people in terms of their socio-economic status, housing and living arrangements, and degree of family relations. The results of the analysis highlight older people's preference for more independent living with changing family patterns and ideology. It is, however, still constrained by the limited housing alternatives and underdeveloped social services. The paper also reveals the extent of poverty among single women in old age.",,elderly population; family structure; housing conditions; Japan,Article,Final,,Scopus,2-s2.0-0033999926,0
"Yap K.S., Kirinpanu S.",7202842359;6506553896;,Once only the sky was the limit: Bangkok's housing boom and the financial crisis in Thailand,2000,Housing Studies,15,1,,11,27,,27,10.1080/02673030082441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033983113&doi=10.1080%2f02673030082441&partnerID=40&md5=a88ba34f170a3b161147d93434410333,"Asian Institute of Technology, Bangkok, Thailand; Chulalongkorn University, Bangkok, Thailand; Dept. of Housing and Urban Devmt., Asian Institute of Technology, Bangkok, Thailand; Dept. of Urban and Regional Planning, Chulalongkorn University, Bangkok, Thailand","Yap, K.S., Asian Institute of Technology, Bangkok, Thailand, Dept. of Housing and Urban Devmt., Asian Institute of Technology, Bangkok, Thailand; Kirinpanu, S., Chulalongkorn University, Bangkok, Thailand, Dept. of Urban and Regional Planning, Chulalongkorn University, Bangkok, Thailand","This paper explores the causes of the collapse of the housing sector in Bangkok in 1997 and its impact on the financial sector and the economy of Thailand. With the liberalisation of the Thai economy and its integration into the world economy during the 1980s and the early 1990s, real estate companies gained access to US$-nominated off-shore loans at low interest rates. Because of the availability of cheap loans and the speculative demand for housing, financial institutions and real estate developers did not conduct market research and invested in doubtful projects, resulting in an enormous oversupply of housing. The close relationship between bankers, developers and politicians ensured that the government would bail out insolvent real estate companies and financial institutions. In 1996, exports fell and the economy stopped growing due to increased international competition. Unhedged foreign debts reached dangerous levels and speculative attacks forced the government to devalue the currency. Real estate companies and financial institutions would have collapsed without continued bail-outs by the government. However, the government's non-transparent policies eroded the confidence of the general public and international investors, resulting in capital flight and a serious financial and economic crisis.",,economic impact; financial crisis; housing market; national economy; Thailand,Article,Final,,Scopus,2-s2.0-0033983113,0
Huat C.B.,7005505781;,Public housing residents as clients of the state,2000,Housing Studies,15,1,,45,60,,70,10.1080/02673030082469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033976775&doi=10.1080%2f02673030082469&partnerID=40&md5=458dca818493b57c6de08dd4621ada0d,"Department of Sociology, National University of Singapore, Singapore, Singapore; Department of Sociology, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260, Singapore","Huat, C.B., Department of Sociology, National University of Singapore, Singapore, Singapore, Department of Sociology, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260, Singapore","State-welfare provision cushions individual citizens from the full impact of capitalist market economy. One of its consequences is the expansion of the rights of citizens in their claims for welfare provisions as citizenship entitlements. The government is obligated to meet these claims in order to maintain its mass loyalty and its legitimacy to rule. However, citizens' dependency on state provision renders them clients of the state, reducing their political power at the ballot box. This emasculating tendency reaches its logical conclusion when the state monopolises the provision of particular goods or services, it is then able to threaten to withhold provision, thus threatening the material life of particular societal segments, if electoral support were not forthcoming from the latter. This political dynamic is examined through the near universal public housing programme in the single-party dominant state of Singapore.",,housing policy; social housing; welfare provision; Singapore,Article,Final,,Scopus,2-s2.0-0033976775,0
Hirayama Y.,7203069483;,Collapse and reconstruction: Housing recovery policy in Kobe after the Hanshin Great Earthquake,2000,Housing Studies,15,1,,111,128,,76,10.1080/02673030082504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033975830&doi=10.1080%2f02673030082504&partnerID=40&md5=78f654342fd7d70165c988d878242355,"Department of Human Environment, Kobe University, Japan; Department of Human Environment, Kobe University, Nada, Kobe 657-8501, Japan","Hirayama, Y., Department of Human Environment, Kobe University, Japan, Department of Human Environment, Kobe University, Nada, Kobe 657-8501, Japan","This paper examines the housing recovery policy carried out in Kobe, a disaster city heavily damaged by the Great Hanshin Earthquake of 17 January 1995. The housing problems in the earthquake-hit city resulted not only from direct damage by the disaster. Urban restructuring, underway beforehand, had been generating socio-economic polarisation and geographical disparity in housing conditions. The earthquake caused especially heavy damage on the inner-city housing of low-income people and the elderly. Housing recovery progress in the post-disaster period has also been unequal. This paper shows the growing socio-economic and spatial polarisation. The framework of Japan's housing policy is a two-tiered system. On the one hand, most people are encouraged to obtain their own houses by their own efforts on the market, whereas on the other, public housing as residual welfare housing is directly provided for those who are marginal to the market. The housing recovery policy followed this framework, and functioned to socio-spatially isolate low-income and/or elderly victims.",,disaster relief; earthquake; housing policy; policy strategy; Honshu; Japan; Kobe,Article,Final,,Scopus,2-s2.0-0033975830,0
Thorns D.C.,6601953097;,Housing policy in the 1990s - New Zealand a decade of change,2000,Housing Studies,15,1,,129,138,,25,10.1080/02673030082513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033967044&doi=10.1080%2f02673030082513&partnerID=40&md5=6721ba69a8a36ee6f6253d757096b650,"Department of Sociology, University of Canterbury, Christchurch, New Zealand","Thorns, D.C., Department of Sociology, University of Canterbury, Christchurch, New Zealand",The paper examines the 1990s as a decade of change within New Zealand's housing policies. The decade has seen a radical restructuring of both the public institutions and instruments designed to deliver housing assistance. The paper discusses both the nature of the reforms and their impact upon the housing opportunities of low income households. It also assesses whether they have created greater choice for low income households and increased or decreased housing-related poverty.,,housing policy; institutional reform; policy development; New Zealand,Article,Final,,Scopus,2-s2.0-0033967044,0
"Rosen K.T., Ross M.C.",7102980842;7403661843;,Increasing home ownership in urban China: Notes on the problem of affordability,2000,Housing Studies,15,1,,77,88,,67,10.1080/02673030082487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033956947&doi=10.1080%2f02673030082487&partnerID=40&md5=d6af580751de5c26866ea43f772f02a6,"Fisher Ctr. Real Est. Urban Econ., Haas School of Business, University of California, Berkeley, CA, United States; Asia Advisory Services, United States; Fisher Center for Real Estate, United States; Haas School of Business, 602 Faculty Building, University of California, Berkeley, CA 94720, United States; Asia Advisory Services, 1811 N. Hancock Street, Arlington, VA 22201, United States","Rosen, K.T., Fisher Ctr. Real Est. Urban Econ., Haas School of Business, University of California, Berkeley, CA, United States, Fisher Center for Real Estate, United States, Haas School of Business, 602 Faculty Building, University of California, Berkeley, CA 94720, United States; Ross, M.C., Asia Advisory Services, United States, Asia Advisory Services, 1811 N. Hancock Street, Arlington, VA 22201, United States","Experiments with changing the system of urban housing in China have been implemented sporadically since the early 1980s, but the pace of change has picked up considerably since 1994. While numerous obstacles still exist, policy-makers appear determined to increase home ownership and move toward a market-oriented housing system. This paper reviews the progress made in the 1990s and the outlook for new housing policies being proposed and implemented in China today.",,affordable housing; homeownership; policy strategy; urban housing; China,Review,Final,,Scopus,2-s2.0-0033956947,0
Lee J.,43461574400;,From welfare housing to home ownership: The dilemma of China's housing reform,2000,Housing Studies,15,1,,61,76,,113,10.1080/02673030082478,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033954299&doi=10.1080%2f02673030082478&partnerID=40&md5=f4347f1e101f4225fcce9ba79e5e6669,"Dept. of Pub. and Social Admin., City University of Hong Kong, Hong Kong, Hong Kong","Lee, J., Dept. of Pub. and Social Admin., City University of Hong Kong, Hong Kong, Hong Kong","While the Chinese housing reform programme has been rigorously implemented along the direction of marketization and commodification, this paper argues that the reform process has generally neglected its impact on issues such as inequality and distributive justice. Other than its apparent effects on housing production and the improvement of the living condition within some big cities, this paper questions both the underlying values of some of those newly created housing reform institutions such as the Housing Provident Fund and the housing monetarisation policy. It is argued that China is now facing a similar dilemma as with many other Western countries on the question: how much the state should collectively provide housing and how much individuals should be responsible for themselves. It is further suggested that since the reform process is implemented from top-down directives, it often generates a far-reaching impact on the distributional front and, without the right values and corrective measures, social exclusions for vulnerable housing groups are bound to occur, notwithstanding that China is still one of the largest remaining socialist countries.",,homeownership; housing policy; policy reform; state role; China,Article,Final,,Scopus,2-s2.0-0033954299,0
